Title,Location,start_salary,max_salary,skills
Business Development (Sales),Work from home,3000,3000,"CRM, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel"
Customer Service/Customer Support,Jaipur,10000,10000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel"
Lead Generation,Work from home,10000,10000,English Proficiency Spoken
Graphic Design,Nagpur,3000,3000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW"
Video Editing/Making,Work from home,2000,2000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making, Voiceover"
Finance & Accounting,Mohali,10000,10000,"Accounting, Tally"
Business Development (Sales),Delhi,5000,5000,MSExcel
Sales,Work from home,10000,12000,"Effective Communication, English Proficiency Spoken, English Proficiency Written"
Telecalling,Work from home,5000,5000,"English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken"
Digital Marketing,Work from home,5000,5000,"English Proficiency Spoken, English Proficiency Written, Instagram Marketing, MSExcel, MSOffice"
Business Development (Sales),Bangalore,15000,15000,"Email Marketing, English Proficiency Spoken"
Social Media Marketing,Gurgaon,10000,10000,"Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Adobe Premiere Pro, Canva, Content Marketing, Content Writing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, MSExcel, MSOffice, MSPowerPoint"
Telecaller,Bangalore,15000,15000,Effective Communication
Operations,Work from home,1500,1500,"Blogging, Canva, Creative Writing, English Proficiency Written, MSExcel, Search Engine Optimization SEO"
Enterprise Sales Intern,Bangalore,30000,30000,Sales
Social Media Marketing,Work from home,4000,4000,"Creative Writing, Digital Marketing, Facebook Marketing, Instagram Marketing, Social Media Marketing"
Digital Marketing,Bangalore,10000,10000,"CorelDRAW, Digital Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Marketing,"Gurgaon, Delhi",10000,10000,"English Proficiency Spoken, English Proficiency Written"
Graphic Design,Noida,5000,6000,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop"
Software Engineering (Devops),Work from home,10000,10000,DevOps
Web Development,Work from home,2000,2000,"Search Engine Optimization SEO, WordPress"
Business Development (Sales),Work from home,5000,5000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, MSExcel"
Community Impact,Work from home,10,10,"Content Writing, MSOffice, Social Media Marketing"
Soil Health Analytics,Noida,12000,12000,"Interpersonal Skills, LabVIEW, MSExcel, MSOffice"
Freelance Business Development Executive,Work from home,10000,10000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Sales, Sales pitch"
HR Consultant,Work from home,2000,2000,English Proficiency Spoken
Motion Graphics,Gurgaon,15000,25000,"Adobe After Effects, Adobe Flash, Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Animation, Video Editing, Video Making"
Social Media Marketing,Delhi,8000,10000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Mathematics, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing, YouTube Ads"
Human Resources (HR),Coimbatore,2000,2000,"English Proficiency Spoken, MSOffice, MSWord"
Human Resources (HR),Bangalore,10000,10000,"Operations, Recruitment"
Human Resources (HR),Work from home,10000,10000,"Canva, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, MSWord, Salary structure, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing, Video Editing, WordPress"
Search Engine Optimization (SEO),Work from home,2000,5000,"Digital Marketing, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO"
Editorial Research,Gurgaon,20000,20000,"English Proficiency Spoken, English Proficiency Written, MSExcel, Research and Analytics"
Marketing,Hinjawadi,5000,7000,"Digital Marketing, English Proficiency Written"
Content Writing,Hyderabad,20000,20000,"Creative Writing, English Proficiency Spoken, English Proficiency Written, Search Engine Optimization SEO"
Business Development (Sales),Work from home,1500,1500,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Content Creation & Production,Mumbai,10000,10000,Content Marketing
Motion Graphic/Graphic Designer,Delhi,15000,15000,"Adobe After Effects, Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Figma"
Cinematography,Mumbai,5000,8000,"Adobe After Effects, Adobe Photoshop, Adobe Premiere Pro, Photography, Storyboarding, Video Editing, Video Making"
SMO,Jaipur,3000,7000,"Display Advertising, Market Analysis, Marketing Campaigns, Marketing Programs, Marketing Strategies, Social Media Marketing"
Content Writing,Noida,15000,15000,"Creative Writing, Digital Marketing, English Proficiency Written, Instagram Marketing, LinkedIn Marketing, Search Engine Optimization SEO"
Content Development (English),Work from home,10000,10000,"Creative Writing, English Proficiency Spoken, English Proficiency Written"
UI/UX Design,Work from home,2000,2000,"Adobe XD, CSS, Django, Figma, HTML, JavaScript, ReactJS, Sketch, Vue Js"
Business Development (Sales),"Guwahati, Noida",10000,10000,"English Proficiency Spoken, MSExcel"
MediaServer - Engineering,Work from home,10000,10000,"Linux, Python, Shell Scripting"
Field Sales,Gurgaon,7000,7000,"Effective Communication, English Proficiency Spoken, Hindi Proficiency Spoken, MSPowerPoint, Sales"
Backend Development,Work from home,8000,15000,"Data Structures, DevOps, Expressjs, JavaScript, MongoDB, MySQL, Nodejs, Python, REST API"
Marketing and Sales,Chandigarh,10000,12000,"Digital Marketing, Marketing, Sales, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Robotics,Pimpri-Chinchwad,15000,22000,"Embedded Systems, Plc Programming, Python, Robotics, Robot Operating System ROS"
Graphic Design,Mumbai,5000,5000,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Canva, Figma, Video Editing"
Fundraising,Work from home,1000,1000,"English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
2D Animation and Motion Graphics,Work from home,5000,5000,"Creative Writing, Email Marketing, Facebook Marketing, Social Media Marketing"
Marketing,Pune,5000,5000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, Hindi Proficiency Spoken, MSExcel"
Corporate Sales,Work from home,10000,10000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
Accounts,Navi Mumbai,8000,8000,"Accounting, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, Tally"
Videography,Surat,4000,4000,"Photography, Video Editing, Video Making"
Animation,Work from home,4000,4000,"Adobe After Effects, Adobe Illustrator, Animation, Blender 3D, Video Editing"
International Business Development,Mumbai,8000,8000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, MSOffice, Sales, Salesforce"
Interior Design,Delhi,7000,12000,"3ds Max, Adobe Photoshop, AutoCAD"
Volunteering,Dehradun,4000,5000,"English Proficiency Spoken, Hindi Proficiency Spoken, MSExcel, MSOffice, MSPowerPoint"
Search Engine Optimization (SEO),Delhi,10000,12000,"Digital Marketing, Google AdWords, Search Engine Optimization SEO"
Faculty Trainee - Faculty Excellence Program,Gurgaon,15000,15000,Teaching
Search Engine Optimization (SEO),Noida,5000,7001,"Digital Marketing, Google AdWords, Google Analytics, Search Engine Optimization SEO"
Content Writing,Pune,10000,10000,"Blogging, Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing"
Video Editing/Making,Aurangabad,5000,5000,"Adobe Illustrator, Adobe Premiere Pro, Content Marketing, Video Editing, Video Making"
Sales and Service Engineer,Delhi,10000,10000,"Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
Human Resources (HR),Pune,6000,12000,"Effective Communication, English Proficiency Spoken, English Proficiency Written, Interpersonal Skills, MSExcel, MSOffice, MSWord, Recruitment"
Copywriting,Work from home,1000,1000,"Copywriting, Creative Writing, English Proficiency Spoken, English Proficiency Written, LinkedIn Marketing, Social Media Marketing"
Human Resources (HR),Ahmedabad,5000,12000,"English Proficiency Spoken, English Proficiency Written, Gujarati Proficiency Spoken, MSExcel, MSOffice, MSWord"
Data Science,Work from home,5000,5000,"Data Analytics, Data Science, Deep Learning, Machine Learning, Natural Language Processing NLP, Python"
Digital Marketing,Work from home,2000,5000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Human Resources (HR),Jaipur,7000,7000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Finance Video Content,Work from home,15000,15000,"Accounting, Financial Modeling, Video Editing, Video Making"
Human Resources (HR),Delhi,5000,5000,"English Proficiency Spoken, MSExcel, MSWord"
Human Resources (HR),"Sikar, Vanasthali, Jaipur",2000,2000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice, MSWord"
Social Media Marketing,Work from home,3000,3000,"English Proficiency Written, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Social Media Marketing,Delhi,5000,5000,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Search Engine Optimization SEO, Social Media Marketing"
Human Resources (HR),Work from home,500,500,"Malayalam, Malayalam Proficiency Spoken, Malayalam Proficiency Written, MSExcel"
Business Development (Sales),Work from home,7000,7000,"Digital Marketing, Email Marketing, English Proficiency Spoken, English Proficiency Written, MSExcel, Social Media Marketing"
Social Media Marketing,Work from home,4000,6000,"Digital Marketing, English Proficiency Written, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing, Video Editing"
Inside Sales,Noida,8000,12000,"Effective Communication, Email Marketing, English Proficiency Written"
Digital Marketing,Work from home,8000,8000,"Creative Writing, Digital Marketing, English Proficiency Spoken, English Proficiency Written, Facebook Marketing, Social Media Marketing"
Video Editing/Making,Work from home,3000,3000,"Adobe Illustrator, Adobe Premiere Pro, Canva, Final Cut Pro, Video Editing"
Video Editing/Making,Bangalore,5000,5000,"Adobe Illustrator, Adobe Photoshop, Final Cut Pro, Video Editing, Video Making"
English Content,Kolkata,8500,8500,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
Digital Marketing,Mumbai,5000,6000,"Creative Writing, Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Marketing SEM, Social Media Marketing"
Digital Marketing,Delhi,7000,7000,"English Proficiency Spoken, English Proficiency Written, Google Analytics, Search Engine Marketing SEM, Search Engine Optimization SEO"
Graphic Design,Bangalore,7000,7000,"Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, CorelDRAW"
E-Commerce Sales,Work from home,1000,1000,"Effective Communication, Sales pitch, Social Media Marketing"
Social Media Marketing,Work from home,5000,5000,"Digital Marketing, Email Marketing, Facebook Marketing, Instagram Marketing, Search Engine Optimization SEO, Social Media Marketing"
Sales Consultant,Gurgaon,15000,15000,"Effective Communication, Negotiation, Problemsolving"
Digital Marketing,Work from home,2000,4000,"Digital Marketing, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Graphic Design And  Video Editing,Work from home,3000,7000,"Adobe Photoshop, Design Thinking, Video Editing, Video Making"
Video Editing/Making,Work from home,2000,2000,Video Editing
Digital Marketing,Noida,7000,12000,"Canva, Digital Marketing, English Proficiency Written, Search Engine Optimization SEO, Social Media Marketing"
Business Development (Sales),Work from home,4000,4000,"Email Marketing, English Proficiency Spoken, English Proficiency Written"
Marketing,Bangalore,15000,15000,"Digital Marketing, Effective Communication, Email Marketing, English Proficiency Spoken, English Proficiency Written, Social Media Marketing, Video Editing"
Sales Consultant,Bhopal,10000,10000,"Email Marketing, Marketing Campaigns, Sales, Sales pitch"
Human Resources (HR),Ahmedabad,3000,3000,"English Proficiency Spoken, English Proficiency Written, MSExcel, MSOffice"
Copywriting,Ahmedabad,3000,3000,"Copywriting, Creative Writing, English Proficiency Written"
Digital Marketing,Bangalore,5000,5000,"Digital Marketing, Email Marketing, English Proficiency Spoken, Facebook Marketing, Social Media Marketing"
Graphic Design,Pune,15000,15000,"Adobe Illustrator, Adobe Photoshop, Design Thinking, Video Editing"
Social Entrepreneurship,Work from home,10,10,"Content Marketing, MSOffice"
Speech Data Validation - Gujarati,Work from home,1000,1000,"Gujarati Proficiency Spoken, Gujarati Proficiency Written"
Human Resources (HR),Bangalore,10000,10000,"English Proficiency Spoken, MSExcel"
Talent Acquisition,"Navi Mumbai, Vashi",10000,10000,"English Proficiency Spoken, English Proficiency Written, MSExcel"
Graphic Design,Lucknow,6000,6000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, CorelDRAW"
Social Media Marketing,Mumbai,5000,15000,"Email Marketing, Search Engine Optimization SEO"
Video Editing/Making,Work from home,5000,5000,"Adobe Illustrator, Adobe Photoshop, Adobe Premiere Pro, Video Editing, Video Making"
